datetime,power
2024-12-31 00:00:00,0.1887763850390911
2024-12-31 00:15:00,0.1887763850390911
2024-12-31 00:30:00,0.1887763850390911
2024-12-31 00:45:00,0.1887763850390911
2024-12-31 01:00:00,0.2055095275864005
2024-12-31 01:15:00,0.2055095275864005
2024-12-31 01:30:00,0.2055095275864005
2024-12-31 01:45:00,0.2055095275864005
2024-12-31 02:00:00,0.2055095275864005
2024-12-31 02:15:00,0.2055095275864005
2024-12-31 02:30:00,0.2055095275864005
2024-12-31 02:45:00,0.2055095275864005
2024-12-31 03:00:00,0.3294495400041342
2024-12-31 03:15:00,0.3294495400041342
2024-12-31 03:30:00,0.3294495400041342
2024-12-31 03:45:00,0.3294495400041342
2024-12-31 04:00:00,0.37620419170707464
2024-12-31 04:15:00,0.37620419170707464
2024-12-31 04:30:00,0.37620419170707464
2024-12-31 04:45:00,0.37620419170707464
2024-12-31 05:00:00,0.42448374442756176
2024-12-31 05:15:00,0.42448374442756176
2024-12-31 05:30:00,0.42448374442756176
2024-12-31 05:45:00,0.42448374442756176
2024-12-31 06:00:00,0.39869965985417366
2024-12-31 06:15:00,0.39869965985417366
2024-12-31 06:30:00,0.39869965985417366
2024-12-31 06:45:00,0.39869965985417366
2024-12-31 07:00:00,0.39005058351904154
2024-12-31 07:15:00,0.39005058351904154
2024-12-31 07:30:00,0.39005058351904154
2024-12-31 07:45:00,0.39005058351904154
2024-12-31 08:00:00,0.39005058351904154
2024-12-31 08:15:00,0.39005058351904154
2024-12-31 08:30:00,0.39005058351904154
2024-12-31 08:45:00,0.39005058351904154
2024-12-31 09:00:00,0.3609857289120555
2024-12-31 09:15:00,0.3609857289120555
2024-12-31 09:30:00,0.3609857289120555
2024-12-31 09:45:00,0.3609857289120555
2024-12-31 10:00:00,0.3650564234703779
2024-12-31 10:15:00,0.3650564234703779
2024-12-31 10:30:00,0.3650564234703779
2024-12-31 10:45:00,0.3650564234703779
2024-12-31 11:00:00,0.44669802300632
2024-12-31 11:15:00,0.44669802300632
2024-12-31 11:30:00,0.44669802300632
2024-12-31 11:45:00,0.44669802300632
2024-12-31 12:00:00,0.16175012569874525
2024-12-31 12:15:00,0.16175012569874525
2024-12-31 12:30:00,0.16175012569874525
2024-12-31 12:45:00,0.16175012569874525
2024-12-31 13:00:00,0.12698187492787838
2024-12-31 13:15:00,0.12698187492787838
2024-12-31 13:30:00,0.12698187492787838
2024-12-31 13:45:00,0.12698187492787838
2024-12-31 14:00:00,0.16175012569874525
2024-12-31 14:15:00,0.16175012569874525
2024-12-31 14:30:00,0.16175012569874525
2024-12-31 14:45:00,0.16175012569874525
2024-12-31 15:00:00,0.3726375522091985
2024-12-31 15:15:00,0.3726375522091985
2024-12-31 15:30:00,0.3726375522091985
2024-12-31 15:45:00,0.3726375522091985
2024-12-31 16:00:00,0.5731611046940088
2024-12-31 16:15:00,0.5731611046940088
2024-12-31 16:30:00,0.5731611046940088
2024-12-31 16:45:00,0.5731611046940088
2024-12-31 17:00:00,0.5466912873089314
2024-12-31 17:15:00,0.5466912873089314
2024-12-31 17:30:00,0.5466912873089314
2024-12-31 17:45:00,0.5466912873089314
2024-12-31 18:00:00,-0.010948091221507639
2024-12-31 18:15:00,-0.010948091221507639
2024-12-31 18:30:00,-0.010948091221507639
2024-12-31 18:45:00,-0.010948091221507639
2024-12-31 19:00:00,0.21672600414603949
2024-12-31 19:15:00,0.21672600414603949
2024-12-31 19:30:00,0.21672600414603949
2024-12-31 19:45:00,0.21672600414603949
2024-12-31 20:00:00,0.21672600414603949
2024-12-31 20:15:00,0.21672600414603949
2024-12-31 20:30:00,0.21672600414603949
2024-12-31 20:45:00,0.21672600414603949
2024-12-31 21:00:00,0.22785475011914968
2024-12-31 21:15:00,0.22785475011914968
2024-12-31 21:30:00,0.22785475011914968
2024-12-31 21:45:00,0.22785475011914968
2024-12-31 22:00:00,0.17984139267355204
2024-12-31 22:15:00,0.17984139267355204
2024-12-31 22:30:00,0.17984139267355204
2024-12-31 22:45:00,0.17984139267355204
2024-12-31 23:00:00,0.1897776615805924
2024-12-31 23:15:00,0.1897776615805924
2024-12-31 23:30:00,0.1897776615805924
2024-12-31 23:45:00,0.1897776615805924
